Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_QName,Geo_FIPS,Geo_AREALAND,Geo_AREAWATR,Geo_PLACESE,Geo_ZCTA3,ACS23_5yr_B25001001,ACS23_5yr_B25001001s,ACS23_5yr_B25003001,ACS23_5yr_B25003002,ACS23_5yr_B25003003,ACS23_5yr_B25003001s,ACS23_5yr_B25003002s,ACS23_5yr_B25003003s,ACS23_5yr_B25008001,ACS23_5yr_B25008002,ACS23_5yr_B25008003,ACS23_5yr_B25008001s,ACS23_5yr_B25008002s,ACS23_5yr_B25008003s,ACS23_5yr_B25008B001,ACS23_5yr_B25008B002,ACS23_5yr_B25008B003,ACS23_5yr_B25008B001s,ACS23_5yr_B25008B002s,ACS23_5yr_B25008B003s,ACS23_5yr_B25008D001,ACS23_5yr_B25008D002,ACS23_5yr_B25008D003,ACS23_5yr_B25008D001s,ACS23_5yr_B25008D002s,ACS23_5yr_B25008D003s,ACS23_5yr_B25008H001,ACS23_5yr_B25008H002,ACS23_5yr_B25008H003,ACS23_5yr_B25008H001s,ACS23_5yr_B25008H002s,ACS23_5yr_B25008H003s,ACS23_5yr_B25008I001,ACS23_5yr_B25008I002,ACS23_5yr_B25008I003,ACS23_5yr_B25008I001s,ACS23_5yr_B25008I002s,ACS23_5yr_B25008I003s
"ACSSF","ca","140","00",,,,"06","037",,,"106408",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037106408","Census Tract 1064.08",,,"Census Tract 1064.08, Los Angeles County, California","06037106408","229070","0",,,1071,58.18182,986,166,820,64.24242,30.90909,67.87878,3807,483,3324,344.2424,107.8788,361.2121,137,20,117,81.21212,18.18182,78.78788,61,32,29,36.9697,30.90909,19.39394,305,104,201,144.2424,54.54546,135.7576,3304,327,2977,366.0606,92.12122,364.2424
"ACSSF","ca","140","00",,,,"06","037",,,"106510",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037106510","Census Tract 1065.10",,,"Census Tract 1065.10, Los Angeles County, California","06037106510","5782012","8398",,,1751,135.1515,1601,1247,354,146.6667,138.7879,76.36364,5427,4074,1353,584.8485,558.1818,332.1212,41,41,0,32.72727,32.72727,11.51515,1207,1143,64,501.2121,495.1515,57.57576,760,552,208,183.0303,158.7879,109.0909,3245,2164,1081,364.8485,347.2727,305.4546
"ACSSF","ca","140","00",,,,"06","037",,,"106520",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037106520","Census Tract 1065.20",,,"Census Tract 1065.20, Los Angeles County, California","06037106520","2205882","0",,,1483,86.66666,1402,980,422,93.93939,71.51515,100,5447,4066,1381,409.0909,376.3636,412.1212,244,227,17,92.12122,92.72727,16.9697,81,81,0,50.30303,50.30303,11.51515,352,320,32,98.18182,96.36364,27.87879,4721,3389,1332,406.0606,384.2424,404.8485
"ACSSF","ca","140","00",,,,"06","037",,,"106603",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037106603","Census Tract 1066.03",,,"Census Tract 1066.03, Los Angeles County, California","06037106603","10318680","2478",,,1216,132.1212,1216,1081,135,132.1212,140,46.66667,3649,3273,376,439.394,466.6667,115.1515,278,278,0,158.7879,158.7879,8.484848,659,596,63,103.0303,126.6667,50.90909,1660,1500,160,264.8485,259.394,70.30303,998,845,153,336.3636,322.4243,87.87878
"ACSSF","ca","140","00",,,,"06","037",,,"106604",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037106604","Census Tract 1066.04",,,"Census Tract 1066.04, Los Angeles County, California","06037106604","2611563","8851",,,1281,52.72727,1281,493,788,52.72727,64.24242,78.18182,4312,1830,2482,264.2424,246.0606,300.606,137,34,103,61.81818,36.36364,71.51515,134,58,76,66.06061,57.57576,53.93939,262,114,148,79.39394,44.24242,71.51515,3823,1624,2199,285.4546,232.7273,290.9091
"ACSSF","ca","140","00",,,,"06","037",,,"106641",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037106641","Census Tract 1066.41",,,"Census Tract 1066.41, Los Angeles County, California","06037106641","1135493","0",,,793,47.87879,732,609,123,52.72727,60,41.81818,2092,1842,250,162.4242,179.3939,82.42424,76,76,0,41.21212,41.21212,8.484848,449,429,20,100.6061,101.8182,16.36364,1372,1142,230,178.7879,179.3939,76.36364,115,115,0,40.60606,40.60606,8.484848
"ACSSF","ca","140","00",,,,"06","037",,,"106642",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037106642","Census Tract 1066.42",,,"Census Tract 1066.42, Los Angeles County, California","06037106642","1577594","0",,,1235,110.9091,1189,1076,113,100.6061,111.5152,47.27273,3430,3078,352,390.303,410.9091,177.5758,0,0,0,8.484848,8.484848,8.484848,260,260,0,66.06061,66.06061,8.484848,2472,2258,214,331.5151,336.9697,132.1212,616,478,138,177.5758,174.5455,90.90909
"ACSSF","ca","140","00",,,,"06","037",,,"106643",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037106643","Census Tract 1066.43",,,"Census Tract 1066.43, Los Angeles County, California","06037106643","4338941","0",,,1482,143.0303,1387,1328,59,136.3636,139.3939,35.15152,4301,4101,200,532.1212,523.6364,135.7576,362,362,0,203.6364,203.6364,8.484848,781,781,0,117.5758,117.5758,8.484848,2305,2173,132,370.303,377.5757,122.4242,402,334,68,77.57576,73.33334,53.33333
"ACSSF","ca","140","00",,,,"06","037",,,"106645",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037106645","Census Tract 1066.45",,,"Census Tract 1066.45, Los Angeles County, California","06037106645","2527932","0",,,1297,128.4848,1252,1091,161,118.1818,90.30303,91.51515,3656,3379,277,424.8485,447.8788,123.6364,0,0,0,8.484848,8.484848,8.484848,518,497,21,136.3636,138.7879,20.60606,2320,2165,155,323.0303,333.9394,103.0303,709,608,101,250.9091,252.7273,64.24242
"ACSSF","ca","140","00",,,,"06","037",,,"106646",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037106646","Census Tract 1066.46",,,"Census Tract 1066.46, Los Angeles County, California","06037106646","1476213","0",,,1015,55.75758,999,853,146,58.78788,58.78788,44.24242,2921,2546,375,207.8788,206.0606,122.4242,87,87,0,69.09091,69.09091,8.484848,674,643,31,127.8788,140,21.21212,1407,1092,315,166.6667,126.6667,120.6061,741,712,29,181.2121,179.3939,21.81818
"ACSSF","ca","140","00",,,,"06","037",,,"106648",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037106648","Census Tract 1066.48",,,"Census Tract 1066.48, Los Angeles County, California","06037106648","792932","0",,,1200,56.36364,1179,487,692,60.60606,66.06061,62.42424,4658,2190,2468,314.5454,315.1515,289.0909,0,0,0,8.484848,8.484848,8.484848,0,0,0,8.484848,8.484848,8.484848,301,80,221,161.2121,52.12121,152.1212,4322,2075,2247,327.8788,304.2424,307.2727
"ACSSF","ca","140","00",,,,"06","037",,,"106649",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037106649","Census Tract 1066.49",,,"Census Tract 1066.49, Los Angeles County, California","06037106649","1112675","0",,,676,33.93939,642,576,66,40.60606,41.21212,21.81818,2689,2460,229,416.3636,418.1818,76.36364,25,25,0,16.9697,16.9697,8.484848,483,470,13,118.1818,120,13.33333,258,258,0,89.09091,89.09091,8.484848,1869,1653,216,394.5454,393.3333,75.75758
"ACSSF","ca","140","00",,,,"06","037",,,"107010",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037107010","Census Tract 1070.10",,,"Census Tract 1070.10, Los Angeles County, California","06037107010","684671","0",,,788,50.30303,757,505,252,55.15152,64.84849,60,2935,1778,1157,258.7879,252.1212,265.4546,0,0,0,8.484848,8.484848,8.484848,56,56,0,44.84848,44.84848,8.484848,126,126,0,57.57576,57.57576,8.484848,2713,1556,1157,263.6364,263.6364,265.4546
"ACSSF","ca","140","00",,,,"06","037",,,"107020",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037107020","Census Tract 1070.20",,,"Census Tract 1070.20, Los Angeles County, California","06037107020","993964","0",,,1264,101.8182,1212,853,359,110.9091,84.24242,113.3333,4916,3268,1648,748.4849,390.303,703.0303,63,63,0,55.75758,55.75758,8.484848,189,168,21,75.75758,69.69697,21.81818,466,466,0,209.0909,209.0909,8.484848,4117,2490,1627,733.3333,400.606,700.6061
"ACSSF","ca","140","00",,,,"06","037",,,"108101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037108101","Census Tract 1081.01",,,"Census Tract 1081.01, Los Angeles County, California","06037108101","1128633","0",,,785,42.42424,757,691,66,46.06061,49.09091,23.0303,2119,1965,154,208.4848,200.6061,55.75758,0,0,0,8.484848,8.484848,8.484848,580,538,42,93.93939,100,27.87879,1155,1063,92,184.8485,173.3333,47.27273,293,273,20,100.6061,100.6061,16.9697
"ACSSF","ca","140","00",,,,"06","037",,,"108102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037108102","Census Tract 1081.02",,,"Census Tract 1081.02, Los Angeles County, California","06037108102","2183817","0",,,1258,61.21212,1226,1054,172,63.0303,78.18182,47.27273,3466,2924,542,304.2424,351.5151,179.3939,36,0,36,36.36364,8.484848,36.36364,1139,1099,40,285.4546,289.0909,29.09091,1863,1465,398,180.6061,144.8485,182.4242,330,262,68,106.0606,105.4545,74.54546
"ACSSF","ca","140","00",,,,"06","037",,,"108103",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037108103","Census Tract 1081.03",,,"Census Tract 1081.03, Los Angeles County, California","06037108103","2564931","0",,,1049,57.57576,1001,900,101,57.57576,74.54546,47.27273,3053,2671,382,244.2424,277.5757,204.2424,115,115,0,80,80,8.484848,806,721,85,104.8485,129.0909,80.60606,1757,1460,297,239.3939,255.1515,197.5758,284,284,0,126.0606,126.0606,8.484848
"ACSSF","ca","140","00",,,,"06","037",,,"108104",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037108104","Census Tract 1081.04",,,"Census Tract 1081.04, Los Angeles County, California","06037108104","826020","0",,,593,38.78788,562,478,84,41.81818,47.87879,23.0303,1754,1391,363,233.9394,256.9697,93.33334,231,0,231,107.2727,8.484848,107.2727,429,429,0,90.30303,90.30303,8.484848,1034,902,132,269.0909,250.303,84.24242,60,60,0,36.36364,36.36364,8.484848
"ACSSF","ca","140","00",,,,"06","037",,,"108202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037108202","Census Tract 1082.02",,,"Census Tract 1082.02, Los Angeles County, California","06037108202","5976110","3024",,,3921,213.3333,3551,2520,1031,186.0606,170.303,178.1818,10248,7704,2544,861.2121,511.5151,846.6667,1715,728,987,866.0606,256.3636,810.303,4363,3818,545,572.7273,566.6667,201.2121,2880,2353,527,375.1515,357.5757,156.3636,1123,659,464,258.7879,173.9394,234.5455
"ACSSF","ca","140","00",,,,"06","037",,,"108203",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037108203","Census Tract 1082.03",,,"Census Tract 1082.03, Los Angeles County, California","06037108203","1372380","0",,,1208,44.84848,1175,875,300,49.69697,72.12122,67.87878,3157,2268,889,192.1212,229.697,216.3636,381,121,260,163.6364,72.12122,152.1212,1162,970,192,137.5758,116.9697,71.51515,1397,1001,396,146.6667,189.697,138.7879,176,176,0,81.81818,81.81818,8.484848
"ACSSF","ca","140","00",,,,"06","037",,,"108204",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037108204","Census Tract 1082.04",,,"Census Tract 1082.04, Los Angeles County, California","06037108204","1432707","0",,,658,57.57576,658,612,46,57.57576,58.18182,18.18182,1782,1658,124,190.9091,187.8788,52.72727,80,80,0,51.51515,51.51515,8.484848,887,805,82,104.8485,96.9697,46.06061,679,637,42,190.303,189.0909,24.24242,85,85,0,55.75758,55.75758,8.484848
"ACSSF","ca","140","00",,,,"06","037",,,"109100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037109100","Census Tract 1091",,,"Census Tract 1091, Los Angeles County, California","06037109100","2705905","0",,,965,80.60606,887,614,273,73.33334,64.84849,71.51515,2526,1762,764,188.4848,228.4848,176.3636,115,115,0,50.90909,50.90909,8.484848,499,403,96,163.6364,155.1515,65.45454,722,407,315,175.1515,112.1212,123.6364,1190,837,353,159.3939,161.8182,133.9394
"ACSSF","ca","140","00",,,,"06","037",,,"109200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037109200","Census Tract 1092",,,"Census Tract 1092, Los Angeles County, California","06037109200","1016942","0",,,1136,91.51515,1077,926,151,101.2121,105.4545,43.0303,2844,2459,385,361.2121,364.8485,126.6667,84,84,0,76.9697,76.9697,8.484848,998,913,85,324.2424,323.0303,48.48485,1038,836,202,152.7273,138.1818,80.60606,680,582,98,186.0606,160.6061,99.39394
"ACSSF","ca","140","00",,,,"06","037",,,"109300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037109300","Census Tract 1093",,,"Census Tract 1093, Los Angeles County, California","06037109300","1233087","0",,,982,60,929,818,111,68.48485,69.69697,25.45455,2861,2488,373,213.3333,209.0909,90.90909,40,40,0,21.21212,21.21212,8.484848,462,438,24,89.69697,87.27273,16.36364,895,783,112,142.4242,141.2121,44.84848,1274,1057,217,203.0303,203.0303,80.60606
"ACSSF","ca","140","00",,,,"06","037",,,"109400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037109400","Census Tract 1094",,,"Census Tract 1094, Los Angeles County, California","06037109400","1290832","0",,,1170,106.0606,1131,773,358,110.9091,93.33334,126.6667,3615,2683,932,415.1515,382.4243,396.3636,0,0,0,8.484848,8.484848,8.484848,240,190,50,75.75758,74.54546,47.87879,594,474,120,183.0303,170.9091,72.12122,2750,1999,751,421.8182,320.606,370.303
"ACSSF","ca","140","00",,,,"06","037",,,"109500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037109500","Census Tract 1095",,,"Census Tract 1095, Los Angeles County, California","06037109500","1194513","0",,,1029,60.60606,982,767,215,66.06061,83.0303,58.18182,3876,3102,774,421.2121,468.4849,216.3636,54,54,0,31.51515,31.51515,8.484848,139,139,0,82.42424,82.42424,8.484848,342,302,40,175.1515,170.303,38.78788,3341,2607,734,438.1818,466.6667,212.1212
"ACSSF","ca","140","00",,,,"06","037",,,"109601",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037109601","Census Tract 1096.01",,,"Census Tract 1096.01, Los Angeles County, California","06037109601","2214612","33284",,,1356,100,1330,1133,197,100,106.6667,58.78788,5027,4501,526,376.9697,373.9394,172.7273,211,211,0,153.9394,153.9394,11.51515,401,329,72,104.2424,77.57576,70.30303,1159,1090,69,376.9697,380.606,53.93939,3129,2805,324,309.697,312.7273,158.1818
"ACSSF","ca","140","00",,,,"06","037",,,"109603",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037109603","Census Tract 1096.03",,,"Census Tract 1096.03, Los Angeles County, California","06037109603","998894","0",,,1268,96.36364,1268,755,513,96.36364,89.69697,74.54546,4025,2454,1571,535.7576,470.9091,293.3333,73,26,47,41.81818,23.63636,31.51515,558,491,67,121.8182,113.9394,48.48485,390,217,173,103.6364,60,77.57576,2956,1672,1284,529.697,473.9394,276.3636
"ACSSF","ca","140","00",,,,"06","037",,,"109604",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037109604","Census Tract 1096.04",,,"Census Tract 1096.04, Los Angeles County, California","06037109604","1174875","0",,,913,55.75758,873,704,169,60,62.42424,34.54546,2721,2399,322,175.1515,176.3636,76.36364,102,102,0,72.72727,72.72727,8.484848,341,300,41,78.78788,80,21.21212,357,284,73,67.87878,70.90909,32.12121,1925,1699,226,129.0909,127.2727,65.45454
"ACSSF","ca","140","00",,,,"06","037",,,"109700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037109700","Census Tract 1097",,,"Census Tract 1097, Los Angeles County, California","06037109700","1586861","0",,,1442,103.0303,1383,987,396,104.8485,89.69697,91.51515,4184,2939,1245,348.4849,322.4243,284.2424,78,0,78,71.51515,8.484848,71.51515,650,537,113,175.7576,168.4848,67.27273,1583,1451,132,319.394,313.3333,63.0303,1478,768,710,141.8182,146.0606,170.9091
"ACSSF","ca","140","00",,,,"06","037",,,"109800",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037109800","Census Tract 1098",,,"Census Tract 1098, Los Angeles County, California","06037109800","1399406","0",,,1524,131.5152,1490,1111,379,136.9697,144.8485,76.36364,4570,3625,945,345.4546,398.7879,201.8182,0,0,0,8.484848,8.484848,8.484848,310,276,34,128.4848,126.6667,21.81818,1833,1501,332,317.5757,309.0909,116.9697,2121,1542,579,246.6667,207.2727,178.7879
"ACSSF","ca","140","00",,,,"06","037",,,"111100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037111100","Census Tract 1111",,,"Census Tract 1111, Los Angeles County, California","06037111100","1059245","0",,,993,50.90909,936,574,362,57.57576,51.51515,66.06061,2924,1880,1044,197.5758,192.7273,179.3939,86,0,86,68.48485,8.484848,68.48485,555,208,347,121.2121,61.81818,133.3333,939,751,188,135.1515,117.5758,74.54546,1308,915,393,189.0909,155.1515,113.3333
"ACSSF","ca","140","00",,,,"06","037",,,"111201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037111201","Census Tract 1112.01",,,"Census Tract 1112.01, Los Angeles County, California","06037111201","1912806","0",,,1107,80.60606,1030,894,136,87.27273,91.51515,42.42424,3268,2819,449,422.4243,439.394,125.4545,39,39,0,38.18182,38.18182,8.484848,613,560,53,96.9697,90.30303,36.9697,945,891,54,181.8182,176.9697,32.12121,1721,1379,342,383.0303,406.0606,114.5455
"ACSSF","ca","140","00",,,,"06","037",,,"111202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037111202","Census Tract 1112.02",,,"Census Tract 1112.02, Los Angeles County, California","06037111202","1866692","0",,,1956,185.4545,1931,1189,742,186.6667,101.2121,167.8788,5562,3254,2308,690.303,430.9091,557.5757,108,108,0,67.87878,67.87878,11.51515,1521,896,625,228.4848,200.6061,181.8182,2051,1551,500,460.606,440.606,140.6061,1695,553,1142,541.8182,163.0303,515.7576
"ACSSF","ca","140","00",,,,"06","037",,,"111204",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037111204","Census Tract 1112.04",,,"Census Tract 1112.04, Los Angeles County, California","06037111204","3294685","16600",,,1903,90.90909,1825,1594,231,96.36364,69.69697,93.33334,5881,5116,765,420.606,310.303,350.9091,93,93,0,53.93939,53.93939,11.51515,1674,1619,55,271.5151,267.2727,35.75758,2522,2210,312,193.3333,192.7273,132.1212,1293,1232,61,270.303,261.2121,41.21212
"ACSSF","ca","140","00",,,,"06","037",,,"111205",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037111205","Census Tract 1112.05",,,"Census Tract 1112.05, Los Angeles County, California","06037111205","1141321","17739",,,1401,158.1818,1344,750,594,161.8182,68.48485,170.9091,3627,1988,1639,510.9091,246.6667,534.5455,66,34,32,46.66667,33.93939,30.90909,1117,868,249,121.8182,127.2727,84.84849,1335,403,932,515.7576,104.2424,508.4849,1015,622,393,216.3636,218.7879,128.4848
"ACSSF","ca","140","00",,,,"06","037",,,"111206",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037111206","Census Tract 1112.06",,,"Census Tract 1112.06, Los Angeles County, California","06037111206","2611193","11548",,,1505,58.78788,1364,1262,102,70.30303,73.93939,43.63636,4231,3907,324,286.6667,290.303,145.4545,168,99,69,95.15151,71.51515,66.66666,878,807,71,126.0606,130.303,48.48485,2202,2152,50,263.6364,256.3636,26.66667,802,802,0,138.7879,138.7879,8.484848
"ACSSF","ca","140","00",,,,"06","037",,,"111302",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037111302","Census Tract 1113.02",,,"Census Tract 1113.02, Los Angeles County, California","06037111302","1552799","0",,,1845,138.7879,1757,823,934,142.4242,81.21212,147.2727,4798,2400,2398,413.3333,271.5151,459.394,217,45,172,109.0909,30.30303,107.2727,895,403,492,178.1818,94.54546,161.2121,2249,1531,718,335.1515,207.8788,255.1515,1393,377,1016,296.3636,120,315.7576
"ACSSF","ca","140","00",,,,"06","037",,,"111303",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037111303","Census Tract 1113.03",,,"Census Tract 1113.03, Los Angeles County, California","06037111303","1563907","0",,,1484,143.0303,1449,845,604,147.2727,166.6667,87.87878,4471,2368,2103,349.697,393.9394,363.0303,23,0,23,20.60606,8.484848,20.60606,753,415,338,109.697,149.697,185.4545,2212,1310,902,376.3636,329.0909,262.4243,1438,648,790,213.9394,190.9091,223.0303
"ACSSF","ca","140","00",,,,"06","037",,,"111304",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037111304","Census Tract 1113.04",,,"Census Tract 1113.04, Los Angeles County, California","06037111304","437442","0",,,1422,107.2727,1344,92,1252,104.8485,41.21212,110.303,3082,193,2889,353.3333,93.93939,352.7273,297,0,297,158.1818,8.484848,158.1818,544,112,432,155.7576,73.93939,143.6364,423,0,423,133.9394,8.484848,133.9394,1488,81,1407,343.0303,55.75758,336.3636
"ACSSF","ca","140","00",,,,"06","037",,,"111401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037111401","Census Tract 1114.01",,,"Census Tract 1114.01, Los Angeles County, California","06037111401","840800","0",,,686,39.39394,686,415,271,39.39394,55.75758,40,2178,1332,846,233.9394,256.9697,152.1212,26,19,7,20.60606,18.78788,8.484848,459,204,255,38.78788,89.69697,100.6061,772,674,98,228.4848,229.0909,60.60606,921,435,486,103.6364,117.5758,117.5758
"ACSSF","ca","140","00",,,,"06","037",,,"111402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037111402","Census Tract 1114.02",,,"Census Tract 1114.02, Los Angeles County, California","06037111402","971230","0",,,2180,189.0909,2158,525,1633,190.9091,80.60606,201.8182,5825,1426,4399,621.2121,255.1515,669.0909,0,0,0,11.51515,11.51515,11.51515,893,174,719,343.6364,84.84849,338.7879,2833,712,2121,539.3939,144.8485,529.0909,2062,540,1522,269.697,184.8485,321.2121
"ACSSF","ca","140","00",,,,"06","037",,,"113101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037113101","Census Tract 1131.01",,,"Census Tract 1131.01, Los Angeles County, California","06037113101","2265263","2714",,,1223,96.9697,1198,1068,130,89.69697,101.8182,46.66667,3392,3086,306,276.9697,286.0606,112.1212,94,94,0,80.60606,80.60606,8.484848,603,575,28,61.21212,57.57576,24.84848,1939,1791,148,306.0606,312.1212,71.51515,621,491,130,110.303,130.303,80
"ACSSF","ca","140","00",,,,"06","037",,,"113102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037113102","Census Tract 1131.02",,,"Census Tract 1131.02, Los Angeles County, California","06037113102","3653887","16997",,,1041,52.72727,1036,1005,31,52.12121,53.33333,16.36364,2964,2850,114,155.1515,156.3636,61.21212,53,53,0,35.75758,35.75758,8.484848,404,404,0,126.6667,126.6667,8.484848,1374,1307,67,160.6061,158.1818,43.0303,657,610,47,180.6061,170.303,43.63636
"ACSSF","ca","140","00",,,,"06","037",,,"113211",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,"1400000US06037113211","Census Tract 1132.11",,,"Census Tract 1132.11, Los Angeles County, California","06037113211","7280767","3053",,,1735,103.0303,1624,1292,332,104.8485,72.12122,101.2121,4112,3242,870,344.8485,186.0606,318.1818,550,75,475,320,39.39394,318.7879,437,400,37,106.6667,104.2424,32.72727,2168,1891,277,244.8485,227.2727,136.9697,479,444,35,173.3333,172.7273,33.33333
